Month,SolarRad,TempOut,WindSpeed,OutHum,P_GEN_MAX
 1 ,39,6.8,4,93,0
 1 ,66,7.6,3,92,0.077
 1 ,129,9.3,4,88,0.145
 1 ,186,10.3,3,85,0.242
 1 ,164,10.5,3,84,0.335
 1 ,78,10.2,2,85,0.139
 1 ,32,9.7,2,87,0.044
 1 ,5,9.1,3,88,0
 1 ,0,8.5,2,90,0
 1 ,0,8.4,2,92,0
 1 ,0,8.3,3,93,0
 1 ,0,8.3,3,94,0
 1 ,0,8.6,3,92,0
 1 ,0,8.9,4,94,0
 1 ,0,9.7,6,95,0
 1 ,0,4.3,1,88,0
 1 ,0,3.8,0,90,0
 1 ,0,3.9,1,90,0
 1 ,0,3.5,0,91,0
 1 ,0,3.3,1,91,0
 1 ,0,3.6,1,91,0
 1 ,0,3.3,0,91,0
 1 ,0,3.2,0,91,0
 1 ,0,2.6,1,93,0
 1 ,19,3,1,93,0
 1 ,78,4.6,1,90,0.203
 1 ,242,6.8,1,82,0.333
 1 ,169,6.9,3,84,0.19
 1 ,212,8.6,3,81,0.162
 1 ,208,10.1,3,77,0.456
 1 ,65,9.4,2,77,0.131
 1 ,15,7.9,2,84,0.003
 1 ,0,7.8,3,86,0
 1 ,0,7.7,5,89,0
 1 ,0,7.6,3,90,0
 1 ,0,7.4,3,91,0
 1 ,0,7.5,2,91,0
 1 ,0,7.4,4,92,0
 1 ,0,7.4,2,93,0
 1 ,0,7.4,3,93,0
 1 ,0,7.3,3,93,0
 1 ,0,7.1,3,94,0
 1 ,0,6.9,4,95,0
 1 ,0,7,4,95,0
 1 ,0,7.2,3,94,0
 1 ,0,7.4,3,95,0
 1 ,0,7.5,4,90,0
 1 ,0,6.7,4,87,0
 1 ,29,6.1,4,89,0
 1 ,89,6.4,3,85,0.055
 1 ,250,7.1,4,78,0.093
 1 ,277,8.1,3,75,0.11
 1 ,261,8.3,4,71,0.113
 1 ,156,8.2,4,71,0.022
 1 ,43,7.1,4,74,0.055
 1 ,15,6.4,4,76,0.003
 1 ,0,5.3,1,81,0
 1 ,0,4.6,0,83,0
 1 ,0,3.8,0,84,0
 1 ,0,3.4,0,86,0
 1 ,0,3.1,0,86,0
 1 ,0,1.8,0,89,0
 1 ,0,1.7,0,89,0
 1 ,0,0.7,0,90,0
 1 ,0,0.3,0,90,0
 1 ,0,0.1,0,91,0
 1 ,0,-0.7,0,91,0
 1 ,0,-0.9,0,92,0
 1 ,0,-0.9,0,91,0
 1 ,0,-1,0,90,0
 1 ,0,-0.9,0,92,0
 1 ,2,0.7,0,95,0
 1 ,26,2.5,0,95,0
 1 ,137,5.5,2,84,0.202
 1 ,251,6.7,3,75,0.354
 1 ,269,7.1,4,74,0.54
 1 ,249,7.3,3,78,0.661
 1 ,155,6.8,3,79,0.232
 1 ,61,5.3,3,87,0.074
 1 ,2,5.2,3,89,0
 1 ,0,4.8,3,93,0
 1 ,0,4.7,3,95,0
 1 ,0,4.8,2,96,0
 1 ,0,5.1,3,96,0
 1 ,0,5.7,3,97,0
 1 ,0,6.3,4,96,0
 1 ,0,7,5,95,0
 1 ,0,7.8,6,96,0
 1 ,0,8.3,6,95,0
 1 ,0,8.7,5,89,0
 1 ,0,7.1,3,90,0
 1 ,0,6.6,3,91,0
 1 ,0,6.2,2,91,0
 1 ,0,5.9,3,91,0
 1 ,0,5.4,1,92,0
 1 ,0,5,1,93,0
 1 ,21,4.7,2,94,0
 1 ,84,6.1,3,92,0.203
 1 ,234,7.9,4,86,0.073
 1 ,265,8.7,5,83,0.62
 1 ,257,9.1,6,77,0.692
 1 ,69,7.9,5,82,0.097
 1 ,86,7.9,4,81,0.064
 1 ,18,7,3,86,0
 1 ,0,6.9,3,86,0
 1 ,0,7.1,4,88,0
 1 ,0,7,5,86,0
 1 ,0,7.2,6,86,0
 1 ,0,7.3,5,87,0
 1 ,0,7.1,6,87,0
 1 ,0,6.4,4,89,0
 1 ,0,6.8,5,88,0
 1 ,0,6.3,2,89,0
 1 ,0,6.1,2,89,0
 1 ,0,5.3,2,90,0
 1 ,0,4.8,1,93,0
 1 ,0,5.3,0,93,0
 1 ,0,4.7,0,91,0
 1 ,0,3.8,2,91,0
 1 ,0,3.6,2,90,0
 1 ,18,3.5,1,90,0
 1 ,83,3.8,1,91,0.029
 1 ,239,5.2,3,85,0.084
 1 ,276,5.8,3,82,0.108
 1 ,265,6.2,4,79,0.108
 1 ,207,6.6,4,77,0.075
 1 ,49,5.6,3,80,0.07
 1 ,21,5.3,1,81,0.01
 1 ,0,4.4,1,85,0
 1 ,0,4.2,1,84,0
 1 ,0,3.7,2,85,0
 1 ,0,3.3,2,88,0
 1 ,0,3.6,3,87,0
 1 ,0,4.1,3,87,0
 1 ,0,4.4,1,89,0
 1 ,0,5.1,4,90,0
 1 ,0,5.4,5,93,0
 1 ,0,5.7,6,93,0
 1 ,0,5.5,4,93,0
 1 ,0,5.4,5,96,0
 1 ,0,6.1,6,96,0
 1 ,0,6.6,5,96,0
 1 ,0,7.2,3,97,0
 1 ,0,7.8,4,97,0
 1 ,14,8.4,3,97,0
